Species,Region,Sample,reads_raw,reads_sum_len_raw,reads_qc,reads_sum_len_qc,reads_ipyrad,refseq_mapped_reads,refseq_unmapped_reads,clusters_total,clusters_hidepth,hetero_est,error_est,reads_consens,loci_in_assembly
ALA,Eighty Mile Beach,ALA-VU51-2892500,1511075,208528350,1308859,106770630,1087589,740542,347047,90864,29984,0.002175,0.002689,29759,28280
ALA,Eighty Mile Beach,ALA-VU53-2892376,1381176,190602288,1191606,96736897,986444,669621,316823,91627,28749,0.002054,0.002635,28517,27145
ALA,Eighty Mile Beach,ALA-VU62-2892417,1365588,188451144,1248022,99641057,1026726,743276,283450,95937,31045,0.002118,0.002542,30801,29324
ALA,Shark Bay,APO-BD304-2892487,1352700,186672600,1202053,91288077,956239,624569,331670,72139,25625,0.002114,0.002563,25410,23923
ALA,Shark Bay,APO-BD320-2892516,1551140,214057320,1383862,107505912,1105656,762577,343079,89192,31705,0.001848,0.002603,31440,29692
ALA,Shark Bay,APO-BD325-2892538,1510822,208493436,1323341,100113651,1047924,743003,304921,70367,26455,0.002253,0.002847,26202,24634
ALA,Shark Bay,APO-BD326-2892550,1493634,206121492,1256827,94972383,1003079,702588,300491,65950,25591,0.002251,0.002602,25336,23839
ALA,Shark Bay,APO-BD330-2892535,1437426,198364788,1234845,96937783,1009715,691610,318105,77766,26443,0.002258,0.002675,26169,24802
ALA,Shark Bay,APO-BD331-2892519,1293387,178487406,1153410,84858520,899298,643113,256185,71251,26219,0.002199,0.002568,25968,24202
ALA,Shark Bay,APO-BD337-2892483,1511137,208536906,1346571,107327075,1100003,805748,294255,89859,31109,0.002244,0.002762,30839,29263
ALA,Shark Bay,APO-BD338-2892540,1402048,193482624,1235544,94180039,989373,675984,313389,63157,25723,0.00215,0.002681,25504,23864
ALA,Shark Bay,APO-BD339-2892520,1469040,202727520,1272315,98287268,1035008,736977,298031,84466,28556,0.002065,0.00264,28277,26775
ALA,Shark Bay,APO-BD342-2892423,1402464,193540032,1268327,101287866,1032535,700320,332215,85667,28378,0.002114,0.002697,28118,26610
ALA,Exmouth Gulf,APO-KLS1002-2562146,1332412,183872856,1198768,98661385,1003499,669849,333650,91061,29178,0.001963,0.00258,28907,27436
HMA,Mornington_Island,HMA-Dm001-3991498,1147634,81500005,929014,69270368,702955,469367,233588,70912,18998,0.001813,0.001586,18791,17037
HMA,Mornington_Island,HMA-Dm004-3991499,1412025,83165873,1225368,76484243,834225,513553,320672,41489,15108,0.002107,0.001718,14993,13506
HMA,Mornington_Island,HMA-Dm005-3991500,1411546,90463056,1269529,85313327,920074,696876,223198,65349,20333,0.002041,0.001666,20106,18396
HMA,Mornington_Island,HMA-Dm007-3991501,1327081,84141503,1186098,79004770,835905,615090,220815,51881,17714,0.002008,0.001619,17592,15924
HMA,Weipa,HMA-Dm008-3991502,1125348,82083612,1005936,76267414,791539,543708,247831,71489,20578,0.001951,0.001328,20422,18760
HMA,Mornington_Island,HMA-Dm010-3991503,1527082,81063894,1292016,73527357,801482,608543,192939,36101,13781,0.002215,0.001919,13675,12247
HMA,Mornington_Island,HMA-Dm011-3991504,1498784,80326045,1250546,72727449,792516,588513,204003,50543,15937,0.002126,0.001707,15775,14318
HMA,Mornington_Island,HMA-Dm014-3991505,1459426,86961368,1271445,80580547,863253,657926,205327,49889,17608,0.002113,0.001851,17463,15767
HMA,NA,HMA-Dm015-3991506,1351757,82761043,1191270,77126873,830668,630821,199847,56491,17943,0.002058,0.001667,17796,16129
HMA,Mornington_Island,HMA-Dm018-3991507,1534846,92347028,1349297,86229775,934088,721246,212842,63317,20767,0.002002,0.001886,20582,18818
HMA,NA,HMA-Dm028-3991509,1092086,67706073,987831,64273170,789155,405589,383566,11367,8567,0.001746,0.001604,8515,7495
HMA,NA,HMA-Dm029-4019824,1232849,71653149,1113057,67575422,769867,571701,198166,47579,18720,0.002723,0.002361,18553,16773
HMA,Gulf_of_Carpentaria,HMA-Dm032-4019825,1307358,74640776,1178275,70416274,803001,563137,239864,32139,19226,0.002876,0.001892,19037,13653
HMA,NA,HMA-Dm045_was_He078-4019826,957927,73650728,881989,70247806,712559,496088,216471,76493,21666,0.001909,0.001372,21530,19701
HMA,Gulf of Carpentaria,HMA-J84471-2117859,1157016,96032328,982323,52581929,680033,451246,228787,22213,14140,0.001342,0.002481,14077,11031
HMA,Fraser Island,HMA-J87200-2117846,1431956,118852348,1190121,61389093,786571,430744,355827,64196,15928,0.001457,0.00232,15693,10762
HMA,Fraser Island,HMA-J87202-2117845,1454176,120696608,1222149,63119109,808441,521854,286587,94749,15505,0.001678,0.002385,15323,13398
HMA,Fraser Island,HMA-J88474-2117828,1226397,101790951,1010851,52249701,668672,454174,214498,41817,17781,0.001141,0.002253,17704,13774
HMA,Fraser Island,HMA-J89073-2117861,1247640,103554120,954171,47837622,587635,337595,250040,7835,6143,6.25e-4,0.002191,6107,4579
HMA,Broome,HMA-KLS0629-2117699,1282172,106420276,1073848,59000980,787392,594217,193175,74054,22087,0.001892,0.002376,21944,20465
HMA,Broome,HMA-KLS0630-2117717,1191508,98895164,1024767,57967261,795235,394992,400243,83761,18225,0.001567,0.002362,18082,17210
HMA,Broome,HMA-KLS0631-2117697,1296995,107650585,1089321,60755500,817775,594039,223736,73527,22512,0.0017,0.0024,22390,20963
HMA,Broome,HMA-KLS0633-2117719,1944707,161410681,1742275,97771164,1329167,960640,368527,102732,32520,0.001752,0.002513,32192,29744
HMA,Broome,HMA-KLS0647-2117698,1269090,105334470,1070690,58320470,768846,561357,207489,68758,20990,0.001667,0.002501,20845,19397
HMA,Broome,HMA-KLS0652-2117715,1334202,110738766,1163839,65931544,899217,665312,233905,82144,24833,0.001748,0.00236,24687,23120
HMA,Broome,HMA-KLS0662-2117700,1163173,96543359,943918,52193772,698515,523080,175435,61874,19499,0.001921,0.002482,19396,18037
HMA,Broome,HMA-KLS0676-2117735,1616565,134174895,1448388,84812178,1182536,883756,298780,107470,32161,0.00164,0.002294,31864,29422
HMA,Broome,HMA-KLS0762-2117712,1466120,121687960,1219294,66736474,885321,627153,258168,70202,22318,0.001798,0.002414,22152,20647
HMA,Exmouth Gulf,HMA-KLS0798-2117733,1233499,102380417,1026354,57757479,781429,555630,225799,69371,21096,0.001789,0.002294,20970,19514
HMA,Exmouth Gulf,HMA-KLS0799-2117731,1390032,115372656,1214277,67620537,909325,607911,301414,74768,22821,0.001721,0.002191,22717,21173
HMA,Exmouth Gulf,HMA-KLS0801-2117727,1651901,137107783,1381531,78670208,1071007,790079,280928,89310,27970,0.00183,0.002157,27816,26104
HMA,Exmouth Gulf,HMA-KLS0808-2117740,1319894,109551202,1123143,62429973,841785,619473,222312,70376,22110,0.001656,0.002413,21971,20539
HMA,Exmouth Gulf,HMA-KLS0813-2117730,1416688,117585104,1211062,67888281,919930,683515,236415,86353,26026,0.001631,0.002293,25871,24272
HMA,Exmouth Gulf,HMA-KLS0898-2117745,1547679,128457357,1130058,58692277,747032,615428,131604,30253,11318,0.001896,0.002239,11230,10193
HMA,Exmouth Gulf,HMA-KLS0913-2117749,1260084,104586972,1031879,57276944,769218,568121,201097,60358,19964,0.001741,0.002332,19843,18368
HMA,Exmouth Gulf,HMA-KLS0933-2117744,1620565,134506895,1361446,73411034,957515,697845,259670,66420,23828,0.001666,0.002317,23711,21812
HMA,Broome,HMA-KLS1016-2117701,1191345,98881635,1047903,58884765,794257,548434,245823,77405,21050,0.001768,0.00216,20933,19412
HMA,Broome,HMA-KLS1017-2117720,1557190,129246770,1358484,78728758,1085094,813460,271634,106897,29909,0.001725,0.002258,29727,27943
HMA,Broome,HMA-KLS1020-2117696,1408041,116867403,1170570,66320852,903243,638168,265075,83396,23884,0.001773,0.002205,23761,22189
HMA,Dampier Peninsula,HMA-KLS1379-3593334,2282693,181791166,2122484,174153738,1784521,1355659,428862,105054,43193,0.002443,0.001239,42773,37936
HMA,Dampier Peninsula,HMA-KLS1416-3593319,2382531,190238266,2197869,181751654,1830354,1393849,436505,107299,43191,0.002365,0.001186,42822,38131
HMA,Dampier Peninsula,HMA-KLS1421-3593374,2286300,183850204,2122471,176101958,1768088,1374252,393836,107772,44039,0.002494,0.001297,43708,38923
HMA,Pilbara,HMA-KLS1514-3593378,2152587,174064072,2019527,167802314,1693408,1268398,425010,121457,47498,0.002465,0.001305,47102,41135
HMA,Pilbara,HMA-KLS1522-3593369,2327960,186267715,2167757,178957523,1808322,1373713,434609,119589,47881,0.002358,0.001222,47541,41888
HMA,NA,HMA-KLS1538-3593349,2269152,181304444,2110824,174223866,1767849,1284522,483327,118706,47556,0.002521,0.001182,47212,41231
HMA,Pilbara,HMA-KLS1553-3593325,2143898,179561502,2023106,173268624,1721870,1258233,463637,119555,47102,0.002263,0.00118,46749,41101
HMA,Pilbara,HMA-KLS1554-3593316,2229153,181772857,2078433,174901674,1756499,1304437,452062,122687,47360,0.002377,0.001183,47022,41511
HMA,Shark_Bay,HMA-KLS1692-4013432,2044228,159981273,1907637,153536635,1567495,1152887,414608,102006,37943,0.002306,0.001218,37639,34490
HMA,Shark_Bay,HMA-KLS1694-4013434,2026301,154152098,1861982,147042721,1506609,1106432,400177,98170,35917,0.002162,0.001286,35642,32668
HMA,Shark_Bay,HMA-KLS1697-4013437,2012764,160987247,1888847,154743115,1579507,1036135,543372,106758,34335,0.002246,0.001333,33810,31034
HMA,Shark_Bay,HMA-KLS1699-4013439,2111631,163446833,1960176,156680298,1620373,1175328,445045,98815,37442,0.002147,0.001193,37116,33956
HMA,Shark_Bay,HMA-KLS1703-4013443,1946766,157195910,1821077,150285191,1530757,1154580,376177,108723,35718,0.002144,0.001259,35239,32398
HMA,Shark_Bay,HMA-KLS1705-4013445,1979841,153655263,1848513,147466220,1522067,1170719,351348,101544,37203,0.002137,0.001223,36892,33702
HMA,Shark_Bay,HMA-KLS1711-4013451,2046670,158921873,1895042,152321497,1569637,1132363,437274,109298,37069,0.00219,0.001128,36711,33741
HMA,NA,HMA-MAGNT-R36643-2117742,1210613,100480879,1072959,61146576,835585,607066,228519,77715,21959,0.001631,0.002293,21849,20338
HMA,New Caledonia,HMA-NC_166-2117725,1224764,101655412,1085213,60985373,823919,569057,254862,78079,22537,0.001124,0.002237,22430,20949
HMA,New Caledonia,HMA-NC_167-2117726,1081313,89748979,980826,56762539,786936,558136,228800,95230,24404,9.65e-4,0.002161,24240,22682
HMA,New Caledonia,HMA-NC_169-2117729,1635923,135781609,1378799,75557548,1000161,730033,270128,67532,22832,0.001232,0.002337,22701,20969
HMA,New Caledonia,HMA-NC_173-2117703,1723488,143049504,1408448,79241568,1070316,767130,303186,94969,28035,0.001254,0.002192,27906,26063
HMA,New Caledonia,HMA-NC_174-2117743,1724696,143149768,1500218,85923417,1181338,863026,318312,99003,30798,0.001319,0.002206,30639,28718
HMA,New Caledonia,HMA-NC_176-2117714,981455,81460765,842092,46595659,619411,443017,176394,60435,18083,0.00129,0.002346,18012,16663
HMA,New Caledonia,HMA-NC_179-2117695,1400701,116258183,1172444,66894095,918780,664012,254768,90140,26128,0.001266,0.00217,25989,24383
HMA,New Caledonia,HMA-NC_180-2117713,1441794,119668902,1187918,67347573,920893,676036,244857,87892,25418,0.001419,0.002225,25289,23726
HMA,New Caledonia,HMA-NC_181-2117711,1327342,110169386,1209436,71339642,1001814,739640,262174,110612,29578,0.001077,0.002102,29365,27567
HMA,New Caledonia,HMA-NC_189-2117710,1293074,107325142,1070024,58413807,772700,529371,243329,66857,21026,0.001154,0.002387,20937,19486
HMA,Shark Bay,HMA-R154981-2117752,1696960,140847680,1309718,67856245,851689,587244,264445,60034,16845,0.001753,0.002377,16694,15161
HMA,Gulf of Carpentaria,HMA-R29873-2117819,1271155,105505865,1086400,60562118,815183,564080,251103,74429,20829,0.003341,0.003121,20524,18872
HMA,Gulf of Carpentaria,HMA-R29875-2117836,1245796,103401068,989771,54211832,719766,526799,192967,65627,18981,0.002339,0.002838,18820,17425
HMA,Gulf of Carpentaria,HMA-R36496-2117767,1626732,135018756,1382610,78863846,1078260,775873,302387,74327,24433,0.001671,0.002309,24278,22036
HMA,Gulf of Carpentaria,HMA-R36640-2117798,1301683,108039689,1135791,62838749,836826,630309,206517,73793,22917,0.001795,0.002434,22759,21214
HMA,Gulf of Carpentaria,HMA-R36656-2117844,1296129,107578707,1046143,56523640,734584,509901,224683,53578,17154,0.00172,0.002372,17078,15585
HMA,Gulf of Carpentaria,HMA-R36660-2117840,1236641,102641203,1060511,60101762,822864,587451,235413,89116,24172,0.00161,0.002342,24052,22613
HMA,Gulf of Carpentaria,HMA-R36982-2117760,1558329,129341307,1206726,62530066,780469,516435,264034,27965,14484,0.001839,0.002558,14390,12466
HMA,Gulf of Carpentaria,HMA-R37004-2117761,1442317,119712311,1170886,60065067,759387,493393,265994,38277,18577,0.00112,0.002268,18472,12986
HMA,Gulf of Carpentaria,HMA-R37005-2117762,1500953,124579099,1266584,67532923,872636,613199,259437,56702,18773,0.001617,0.002466,18667,15880
HMA,Gulf of Carpentaria,HMA-R37023-2117763,1425583,118323389,1075526,56323614,715490,491779,223711,24661,11154,0.001887,0.002438,11055,9840
HMA,Gulf of Carpentaria,HMA-R37031-2117764,1319827,109545641,1089589,59785833,795191,575293,219898,63848,19150,0.001867,0.002576,19038,17486
HMA,Gulf of Carpentaria,HMA-R37037-2117765,1329279,110330157,1096883,60971893,818039,555053,262986,59842,17875,0.001823,0.00234,17754,16246
HMA,Gulf of Carpentaria,HMA-R37138-2117766,1247137,103512371,1034758,56048967,731681,476029,255652,57280,15544,0.001656,0.002413,15435,14020
HMA,Pilbara,HMA-SS170809_02-2117728,1586933,131715439,1325339,72371807,963115,672281,290834,64174,24056,0.001453,0.002314,23858,21384
HMA,Pilbara,HMA-SS170812_01-2117751,1588544,131849152,1215319,64351893,826967,574714,252253,34360,17127,0.001694,0.002497,17042,15417
HMA,Pilbara,HMA-SS170814_02-2117746,1432381,118887623,1160193,61549931,797404,643903,153501,31487,15058,0.001716,0.002359,14950,13547
HMA,Pilbara,HMA-SS170818_01-2117748,1143631,94921373,928650,50573886,664223,441751,222472,31465,15934,0.001667,0.002501,15865,14396
HMA,Pilbara,HMA-SS170820_01-2117747,1456030,120850490,1119256,59749840,778398,514206,264192,35887,12909,0.002017,0.002219,12797,11573
HMA,Pilbara,HMA-SS171024_01-2117723,1496136,124179288,1257794,68928952,916313,680221,236092,70265,22915,0.001762,0.002151,22765,21115
HMA,Dampier Peninsula,HMA-VU46-2117754,1127367,93571461,933753,48928565,629660,477078,152582,26711,16448,8.75e-4,0.002141,16402,14330
HMA,Eighty Mile Beach,HMA-VU55-2117702,1160016,96281328,981930,55657347,754753,547737,207016,79238,22051,0.001849,0.002218,21931,20555
HMA,Eighty Mile Beach,HMA-VU61-2117705,1494160,124015280,1265691,71671571,976441,710704,265737,86615,26192,0.001752,0.002266,26065,24390
HMA,Shark Bay,HMA-WAM-R154978-2562207,1602903,221200614,1450075,108580065,1145777,742529,403248,92918,26643,0.001797,0.002805,26391,24028
HMA,Shark Bay,HMA-WAM-R154980-2562264,1272981,175671378,1074451,76766762,823531,428172,395359,55668,19091,0.001711,0.002521,18923,13969
HMA,Shark Bay,HMA-WAM-R154981-2562169,1561918,215544684,1267031,88097876,938546,647044,291502,58624,23727,0.00196,0.002758,23531,20504
HMA,Shark Bay,HMA-WAMR154978-2117736,721543,59888069,495370,24139441,276351,80997,195354,4937,3308,8.2e-4,0.002215,3294,2114
HST,Gulf_of_Carpentaria,HST-As004-3991479,1230740,84813232,1089703,78057436,841090,608253,232837,58750,20882,0.001492,0.001515,20710,19035
HST,Gulf_of_Carpentaria,HST-As005-3991480,1235926,86207867,1085462,78756459,841124,624913,216211,62439,21690,0.001522,0.001557,21538,19764
HST,Gulf_of_Carpentaria,HST-As006-3991481,1411139,80813508,1223960,75151816,834328,637444,196884,55163,18896,0.001658,0.001876,18718,17152
HST,Gulf_of_Carpentaria,HST-As007-3991482,1455735,88277515,1285389,82613668,910789,684656,226133,40436,19609,0.001896,0.002098,19454,17443
HST,Ashmore,HST-As008-3991483,1530646,79536767,1302922,72840652,816584,663721,152863,30301,18459,0.003337,0.002317,18217,16210
HST,NA,HST-As009-3991484,1382062,83943551,1205741,78161062,863494,652527,210967,44168,17717,0.001762,0.001742,17571,15866
HST,Gulf_of_Carpentaria,HST-As010-3991485,1540675,81944855,1326185,75381541,846673,662734,183939,43379,16755,0.001918,0.001853,16588,14899
HST,Gulf_of_Carpentaria,HST-As011-3991486,1661721,86561600,1430244,79668876,908469,692191,216278,49453,14885,0.001711,0.001718,14728,13374
HST,NA,HST-As012-3991487,1362321,86786739,1202396,81150158,885794,652693,233101,68559,21961,0.00175,0.001597,21756,20138
HST,NA,HST-J82337-2562260,1413075,195004350,864695,65841772,658098,458333,199765,61711,18101,0.001382,0.002447,17925,16206
HST,Hibernia Reef,HST-KLS0360-2562274,1419725,195922050,645129,40673869,382455,1548,380907,1216,1,5.91e-4,9.3e-5,1,1
HST,Hibernia Reef,HST-KLS0362-2562256,1331450,183740100,722927,52921217,524994,222211,302783,49458,11187,0.002131,0.002773,11057,10498
HST,Broome,HST-KLS0490-2892498,1414500,195201000,1216857,90230517,948733,699029,249704,68748,23941,0.001674,0.002857,23671,21691
HST,Broome,HST-KLS0527-2892409,1307776,180473088,1182458,97742301,1004795,737564,267231,90087,30746,0.001536,0.002757,30507,28893
HST,Broome,HST-KLS0528-2892531,1486271,205105398,1274835,101566296,1040005,772620,267385,77580,28088,0.001499,0.002433,27856,26257
HST,Pilbara,HST-KLS0559-2892377,1418578,195763764,1212456,93215161,969051,712689,256362,80105,27643,0.001448,0.002273,27422,25923
HST,Broome,HST-KLS0566-2892525,1458635,201291630,1267771,98882772,1014842,745282,269560,74504,27688,0.001594,0.002612,27457,25790
HST,Broome,HST-KLS0573-2892480,1544501,213141138,1289074,95945670,1008637,699510,309127,69258,25971,0.001535,0.002761,25734,24121
HST,Broome,HST-KLS0604-2892450,1445294,199450572,1247664,88352896,945459,677544,267915,65191,25645,0.001674,0.002857,25416,23817
HST,Broome,HST-KLS0634-2892478,1432515,197687070,1285552,106479761,1090744,67893,1022851,4394,2129,6.74e-4,0.001426,2056,954
HST,Broome,HST-KLS0635-2562180,1297878,179107164,1142060,90945068,939710,669357,270353,88869,28264,0.001441,0.002555,28004,26597
HST,Broome,HST-KLS0636-2562216,1556895,214851510,1391780,111003847,1154954,860225,294729,83841,31490,0.001531,0.002903,31157,29219
HST,Broome,HST-KLS0660-2892454,1480854,204357852,1254117,85457917,913523,719566,193957,29982,18157,0.001979,0.002673,18013,15595
HST,Broome,HST-KLS0675-2892455,1422104,196250352,1246979,98303346,1012609,789506,223103,75869,28259,0.001546,0.002469,28041,26361
HST,Broome,HST-KLS0677-2892491,1480980,204375240,1253920,98987815,1010791,727924,282867,82773,29044,0.001384,0.002525,28824,27061
HST,Broome,HST-KLS0678-2892468,1367500,188715000,1234674,97850235,1010379,786664,223715,84309,30328,0.0014,0.002432,30090,28370
HST,Broome,HST-KLS0679-2892438,1480528,204312864,1262502,98453340,1014617,773783,240834,78444,28517,0.0015,0.002441,28299,26689
HST,Broome,HST-KLS0680-2892474,1495278,206348364,1263343,97307611,1007056,281514,725542,58050,14883,0.001481,0.002279,14771,13892
HST,Broome,HST-KLS0681-2892443,1382339,190762782,1219075,94727407,976545,712932,263613,81043,29259,0.00147,0.002446,29030,27354
HST,Broome,HST-KLS0682-2892504,1491848,205875024,1269675,100053987,1027528,731560,295968,91447,30479,0.001406,0.002425,30247,28481
HST,Broome,HST-KLS0686-2892505,1454862,200770956,1244034,96389881,1002569,753380,249189,80204,28459,0.001567,0.002345,28211,26637
HST,Broome,HST-KLS0687-2892451,1373443,189535134,1217148,98665129,1011278,747125,264153,85274,29951,0.0015,0.002441,29725,28178
HST,Exmouth Gulf,HST-KLS0794-2562199,1314566,181410108,1192238,99629578,1007420,778493,228927,94895,29867,0.001473,0.002506,29550,28021
HST,Exmouth Gulf,HST-KLS0795-2892379,1531517,211349346,1356222,110979706,1132347,824069,308278,92145,32823,0.001379,0.002323,32568,30645
HST,Exmouth Gulf,HST-KLS0804-2892392,1421976,196232688,1267411,100770564,1035750,728458,307292,86994,29604,0.001383,0.002681,29355,27647
HST,Exmouth Gulf,HST-KLS0843-2892452,1578535,217837830,1378776,109791892,1133238,868484,264754,75947,31570,0.001576,0.002628,31321,28862
HST,Exmouth Gulf,HST-KLS0847-2892542,1396476,192713688,1138593,68824988,744963,476961,268002,33562,19229,0.001296,0.002315,19083,14537
HST,Exmouth Gulf,HST-KLS0858-2892456,1336927,184495926,1242115,106069892,1074559,777714,296845,90973,33428,0.001234,0.002767,33138,30692
HST,Exmouth Gulf,HST-KLS0883-2892509,1525159,210471942,1382383,111076709,1130270,871726,258544,73572,29800,0.001471,0.002391,29582,27670
HST,Exmouth Gulf,HST-KLS0886-2892390,1661401,229273338,1437419,104073944,1109899,91717,1018182,36784,3692,0.001337,0.002416,3644,3540
HST,Exmouth Gulf,HST-KLS0896-2892403,1415907,195395166,1289160,104826271,1065404,786175,279229,91129,30526,0.001925,0.002381,30282,27563
HST,Exmouth Gulf,HST-KLS0897-2892551,1507384,208018992,1196121,86606625,917431,730159,187272,49868,19328,0.002126,0.002633,19125,17342
HST,Exmouth Gulf,HST-KLS0923-2892400,1341673,185150874,1246776,104927049,1067427,770046,297381,89696,30871,0.001382,0.002525,30628,28798
HST,Exmouth Gulf,HST-KLS0938-2892388,1284408,177248304,1174122,98675099,1000021,746160,253861,95339,31967,0.001378,0.002327,31755,30021
HST,Exmouth Gulf,HST-KLS0941-2892545,1273447,175735686,1054370,77726040,824250,571616,252634,39876,20202,0.001619,0.002572,20081,17797
HST,Exmouth Gulf,HST-KLS0983-2892406,1476100,203701800,1335847,109540955,1111513,830625,280888,93861,32806,0.001386,0.002382,32547,30679
HST,Exmouth Gulf,HST-KLS0986-2892407,1373996,189611448,1183983,94361218,964881,715019,249862,86342,28547,0.001572,0.002449,28309,26914
HST,Broome,HST-KLS1157-3593388,2141375,176329439,2004084,169133520,1684575,1169339,515236,105570,42387,0.001946,0.00123,41956,39165
HST,Broome,HST-KLS1158-3593383,2257392,179316210,2099519,171780826,1756444,1289257,467187,109376,44962,0.001916,0.001147,44595,41506
HST,Broome,HST-KLS1159-3593340,2239852,186841948,2098801,179155917,1774429,1334651,439778,112806,46193,0.001886,0.001266,45850,42663
HST,Pilbara,HST-KLS1173-2892444,1403044,193620072,1249675,102721613,1050865,773581,277284,92422,31642,0.001446,0.00246,31425,29716
HST,Pilbara,HST-KLS1182-2892449,1651319,227882022,1463023,120156371,1228232,921500,306732,97799,34807,0.001434,0.002255,34563,32700
HST,Pilbara,HST-KLS1200-2892434,1309794,180751572,1185744,97193066,988745,713696,275049,93544,30184,0.00147,0.002495,29967,28229
HST,Eighty Mile Beach,HST-KLS1204-3593361,2292546,184749117,2128651,176606011,1779845,1267030,512815,104721,41565,0.002217,0.001188,41233,36554
HST,Eighty Mile Beach,HST-KLS1206-3593330,2133151,180379679,2014296,173817148,1739212,1214247,524965,119378,47510,0.001854,0.001119,47123,43298
HST,Eighty Mile Beach,HST-KLS1227-2892412,1307817,180478746,1156495,95923011,967521,635940,331581,87227,27591,0.001381,0.002273,27402,26008
HST,Exmouth Gulf,HST-KLS1273-2892431,1237625,170792250,1096093,89726666,915813,655110,260703,85648,27482,0.001384,0.002545,27279,25896
HST,Exmouth Gulf,HST-KLS1274-2892410,1341702,185154876,1182545,98861337,989773,691058,298715,91942,29765,0.001432,0.002354,29537,28012
HST,Dampier Peninsula,HST-KLS1367-3593339,2308491,183308939,2137133,175047230,1783504,1319414,464090,108348,43781,0.001872,0.001155,43451,40534
HST,Dampier Peninsula,HST-KLS1369-3593347,2111894,172067288,1972438,163805235,1664387,1238965,425422,102849,40954,0.001837,0.001243,40628,37999
HST,Dampier Peninsula,HST-KLS1370-3593333,2254611,184408062,2107433,176492413,1777259,1385730,391529,101019,41978,0.001916,0.001196,41634,38848
HST,Dampier Peninsula,HST-KLS1371-3593312,2392187,192709353,2210813,184155000,1854224,1441659,412565,111079,45843,0.001943,0.001285,45461,42069
HST,Dampier Peninsula,HST-KLS1372-3593318,2241853,184751716,2105307,177400189,1778044,1401177,376867,109334,44411,0.00197,0.001105,44062,40792
HST,Dampier Peninsula,HST-KLS1380-3593381,2141567,175910253,2014018,168677471,1713271,1272342,440929,106456,42680,0.001912,0.001142,42328,39560
HST,Dampier Peninsula,HST-KLS1384-3593379,2221506,184797602,2068701,176623611,1747258,1313160,434098,106493,43283,0.00185,0.001187,42913,39719
HST,Dampier Peninsula,HST-KLS1385-3593310,2396387,194523742,2229768,186160683,1870380,1407930,462450,110895,46131,0.002069,0.001199,45750,42504
HST,Dampier Peninsula,HST-KLS1412-3593322,2109311,167863503,1988378,161037581,1655710,1240878,414832,103750,41231,0.001927,0.001269,40911,38423
HST,Dampier Peninsula,HST-KLS1414-3593346,2147540,177990618,2015303,170786584,1707247,1206901,500346,115383,46197,0.001799,0.001125,45876,42275
HST,Dampier Peninsula,HST-KLS1417-3593370,2170197,171984940,2011897,164315569,1668174,1291954,376220,103250,42216,0.001909,0.001178,41888,39010
HST,Dampier Peninsula,HST-KLS1418-3593309,2117057,169721109,1964791,161994180,1641838,1284892,356946,93870,39753,0.001987,0.001229,39454,36691
HST,Dampier Peninsula,HST-KLS1419-3593306,2300177,189977631,2126798,179730888,1791166,1352933,438233,104259,42985,0.002022,0.00123,42649,39566
HST,Dampier Peninsula,HST-KLS1420-3593353,2280567,184506702,2121539,175689102,1785644,1262104,523540,98999,40655,0.001886,0.001181,40363,37732
HST,Dampier Peninsula,HST-KLS1422-3593399,2202670,167919383,2005673,158850828,1628320,1258844,369476,79286,39807,0.002009,0.001382,39505,36062
HST,Dampier Peninsula,HST-KLS1424-3593329,2221976,183461634,2074400,175709417,1752783,1362858,389925,105069,43224,0.00194,0.001166,42882,39811
HST,Dampier Peninsula,HST-KLS1429-3593311,2195767,183310685,2059553,175717472,1754883,1370833,384050,108201,44744,0.002008,0.001288,44389,41012
HST,Pilbara,HST-KLS1515-3593385,2257188,182090600,2129847,174991361,1790707,1231935,558772,109806,43728,0.001869,0.0012,43360,40473
HST,Pilbara,HST-KLS1517-3593355,2211222,176459761,2062903,169225762,1731042,1219622,511420,106126,43333,0.001839,0.001136,43003,40062
HST,Pilbara,HST-KLS1528-3593321,2212821,180102016,2073336,173147033,1732796,1265766,467030,118767,47469,0.001941,0.00126,47080,43258
HST,Pilbara,HST-KLS1541-3593313,2204755,162621142,2012501,154421546,1586280,1080067,506213,95586,38304,0.001854,0.001271,37993,35415
HST,Pilbara,HST-KLS1544-3593344,2181050,177675405,2043848,170481497,1730582,1230926,499656,111820,44876,0.001863,0.001091,44537,41314
HST,Pilbara,HST-KLS1556-3593324,2195597,178973973,2049260,171426093,1736655,1180132,556523,107605,43024,0.001861,0.001118,42689,39732
HST,Broome,HST-KLS1662-4013403,1806498,140413106,1666723,133861259,1365591,1038322,327269,91450,34593,0.001867,0.001348,34323,31944
HST,Broome,HST-KLS1665-4013406,2106656,158980849,1923536,150015920,1555289,921802,633487,73667,30217,0.001905,0.001332,29949,27766
HST,Broome,HST-KLS1666-4013407,2058011,159358897,1900259,151874308,1552578,1261089,291489,83917,34426,0.001936,0.001199,34147,31711
HST,Broome,HST-KLS1667-4013408,2096869,159870014,1947111,152519072,1598346,1225454,372892,79595,33329,0.001971,0.001178,33036,30670
HST,Broome,HST-KLS1668-4013409,2156914,166579279,1981713,157881268,1626229,1198512,427717,75764,33957,0.001924,0.001334,33713,31222
HST,Broome,HST-KLS1669-4013410,2029807,160412296,1887888,153646442,1571910,1139370,432540,104119,38754,0.001883,0.001218,38432,35792
