,0,1,2,3
HST-KLS1173-2892444,0.0161,0.0061,0.961,0.0168
HST-KLS1182-2892449,0.016,0.0063,0.9626,0.0151
HST-KLS1200-2892434,0.0091,0.0213,0.9597,0.0099
HST-KLS1206-3593330,0.0152,0.0056,0.9661,0.0131
HST-KLS1227-2892412,0.0182,0.0056,0.9583,0.0179
HST-KLS1515-3593385,0.0136,0.0039,0.9698,0.0127
HST-KLS1517-3593355,0.0182,0.006,0.9584,0.0174
HST-KLS1528-3593321,0.0181,0.0062,0.9577,0.018
HST-KLS1541-3593313,0.0143,0.0049,0.9671,0.0137
HST-KLS1544-3593344,0.0119,0.0089,0.9667,0.0125
HST-KLS1556-3593324,0.0145,0.0055,0.967,0.013
HST-SS170814-01-2562208,0.0297,0.0061,0.9352,0.029
HST-SS170820-02-2892469,0.0129,0.0056,0.9692,0.0123
