,0,1
ALA-KLS1169-2892448,0.9688,0.0312
ALA-KLS1170-2892511,0.9872,0.0128
ALA-KLS1366-3593364,0.9965,0.0035
ALA-KLS1373-3593328,0.9738,0.0262
ALA-KLS1387-3593387,0.9942,0.0058
ALA-KLS1413-3593365,0.9985,0.0015
ALA-KLS1415-3593359,0.9769,0.0231
ALA-KLS1661-4013402,0.9965,0.0035
ALA-KLS1663-4013404,0.9969,0.0031
ALA-KLS1664-4013405,0.9937,0.0063
ALA-KLS1682-4013423,0.9973,0.0027
ALA-KLS1690-4013430,0.9936,0.0064
ALA-VU15-2892510,0.9944,0.0056
ALA-VU20-2892394,0.9837,0.0163
ALA-VU21-2892380,0.9961,0.0039
ALA-VU33-2892383,0.9973,0.0027
ALA-VU37-2892482,0.9951,0.0049
ALA-VU47-2892477,0.99,0.01
ALA-VU50-2892527,0.9978,0.0022
ALA-KLS0793-2892513,0.9939,0.0061
ALA-KLS0796-2892514,0.9885,0.0115
ALA-KLS0797-2892471,0.9982,0.0018
ALA-KLS0857-2892463,0.9933,0.0067
ALA-KLS0871-2892523,0.9952,0.0048
ALA-KLS0872-2892526,0.9989,0.0011
ALA-KLS1444-3593398,0.9948,0.0052
ALA-KLS1448-3593341,0.9825,0.0175
ALA-KLS1452-3593342,0.9968,0.0032
ALA-KLS1467-3593390,0.9962,0.0038
ALA-KLS1474-3593384,0.9955,0.0045
ALA-KLS1479-3593389,0.995,0.005
ALA-KLS1492-3593391,0.9961,0.0039
APO-KLS1002-2562146,0.9981,0.0019
ALA-MAGNT-R36654-2583996,0.361,0.639
ALA-R29880-2892521,0.2938,0.7062
ALA-R36967-2892426,0.3529,0.6471
ALA-R36974-2892437,0.2729,0.7271
ALA-R37003-2892459,0.3281,0.6719
ALA-R37010-2892460,0.2682,0.7318
ALA-R37025-2892461,0.334,0.666
ALA-R37027-2892458,0.3176,0.6824
ALA-R37032-2892401,0.2766,0.7234
ALA-R37034-2892486,0.3371,0.6629
ALA-R37101-2892544,0.3091,0.6909
ALA-R37113-2892490,0.2901,0.7099
ALA-R37116-2892470,0.2866,0.7134
ALA-R37122-2892464,0.3155,0.6845
ALA-R37128-2892424,0.2751,0.7249
ALA-R37140-2892462,0.4105,0.5895
ALA-VU121-2562122,0.9303,0.0697
ALA-VU130-2562201,0.9373,0.0627
ALA-VU132-2562114,0.9626,0.0374
ALA-NC_2019_217-2117818,0.001,0.999
ALA-NC_2019_247-2117816,0.0009,0.9991
ALA-NC_Jan2019_208-2562133,0.001,0.999
ALA-NC_Jan2019_213-2892489,0.0015,0.9985
ALA-NC_Jan2019_217-2892446,0.001,0.999
ALA-NC_Jan2019_227-2892537,0.0019,0.9981
ALA-NC_Jan2019_247-2892476,0.0008,0.9992
ALA-NC_Jan2019_253-3446972,0.001,0.999
ALA-NC_Jan2019_269-3446978,0.0075,0.9925
ALA-NC_Jan2019_271-2892518,0.0011,0.9989
ALA-NC_Jan2019_275-3446981,0.0007,0.9993
ALA-NC_Jan2019_282-2562143,0.0012,0.9988
ALA-Al376-3991427,0.3048,0.6952
ALA-Al377-3991428,0.2171,0.7829
ALA-Al378-3991429,0.2645,0.7355
ALA-Al379-3991430,0.4003,0.5997
ALA-KLS0564-R174540-2892378,0.9703,0.0297
ALA-KLS1526-3593366,0.9935,0.0065
ALA-KLS1548-3593373,0.997,0.003
ALA-KLS1549-3593354,0.9762,0.0238
ALA-KLS1555-3593323,0.9973,0.0027
ALA-SS170808-01-2562218,0.9987,0.0013
ALA-SS170808-06-2892529,0.9973,0.0027
ALA-SS170809-01-2892375,0.9981,0.0019
ALA-SS170809-03-2892475,0.9979,0.0021
ALA-SS170810-01-2892386,0.9964,0.0036
ALA-SS170813-01-2892422,0.9955,0.0045
ALA-SS170815-01-2892435,0.9981,0.0019
ALA-SS170815-03-2892473,0.9979,0.0021
ALA-SS170815-04-2892440,0.9915,0.0085
ALA-SS170816-01-2892493,0.9962,0.0038
ALA-SS170820-05-2892447,0.9964,0.0036
ALA-SS170822-01-2892494,0.9947,0.0053
ALA-SS170822-02-2892495,0.9954,0.0046
ALA-SS170822-03-2892528,0.9983,0.0017
ALA-SS171011-02-2892425,0.9985,0.0015
ALA-SS171011-03-2892496,0.9952,0.0048
ALA-SS171018-02-2892517,0.9964,0.0036
ALA-SS171025-01-2892506,0.9877,0.0123
ALA-SS171104-01-2892432,0.9967,0.0033
ALA-SS171105-01-2892472,0.9978,0.0022
ALA-SS171106-02-2892479,0.9986,0.0014
ALA-SS171106-03-2892404,0.9988,0.0012
ALA-VU51-2892500,0.9973,0.0027
ALA-VU53-2892376,0.9989,0.0011
ALA-VU62-2892417,0.9915,0.0085
ALA-KLS0327-2892561,0.8992,0.1008
APO-BD304-2892487,0.9973,0.0027
APO-BD320-2892516,0.998,0.002
APO-BD325-2892538,0.997,0.003
APO-BD326-2892550,0.9968,0.0032
APO-BD330-2892535,0.9966,0.0034
APO-BD331-2892519,0.9943,0.0057
APO-BD337-2892483,0.9985,0.0015
APO-BD338-2892540,0.9988,0.0012
APO-BD339-2892520,0.9988,0.0012
APO-BD342-2892423,0.9953,0.0047
