,0,1
ALA-NC_Jan2019_271-2892518,0.6985,0.3015
ALA-NC_Jan2019_275-3446981,0.7072,0.2928
ALA-NC_Jan2019_282-2562143,0.699,0.301
ALA-Al376-3991427,0.4292,0.5708
ALA-Al377-3991428,0.5431,0.4569
ALA-Al378-3991429,0.4852,0.5148
ALA-Al379-3991430,0.4271,0.5729
ALA-KLS0564-R174540-2892378,0.0534,0.9466
ALA-KLS1526-3593366,0.0073,0.9927
ALA-KLS1548-3593373,0.0073,0.9927
ALA-KLS1549-3593354,0.0159,0.9841
ALA-KLS1555-3593323,0.0085,0.9915
ALA-SS170808-01-2562218,0.005,0.995
ALA-SS170808-06-2892529,0.0079,0.9921
ALA-SS170809-01-2892375,0.0076,0.9924
ALA-SS170809-03-2892475,0.0071,0.9929
ALA-SS170810-01-2892386,0.0104,0.9896
ALA-SS170813-01-2892422,0.0141,0.9859
ALA-SS170815-01-2892435,0.005,0.995
ALA-SS170815-03-2892473,0.0084,0.9916
ALA-SS170815-04-2892440,0.0107,0.9893
ALA-SS170816-01-2892493,0.0065,0.9935
ALA-SS170820-05-2892447,0.0195,0.9805
ALA-SS170822-01-2892494,0.0201,0.9799
ALA-SS170822-02-2892495,0.0268,0.9732
ALA-SS170822-03-2892528,0.0067,0.9933
ALA-SS171011-02-2892425,0.0113,0.9887
ALA-SS171011-03-2892496,0.007,0.993
ALA-SS171018-02-2892517,0.0067,0.9933
ALA-SS171025-01-2892506,0.027,0.973
ALA-SS171104-01-2892432,0.0062,0.9938
ALA-SS171105-01-2892472,0.007,0.993
ALA-SS171106-02-2892479,0.0067,0.9933
ALA-SS171106-03-2892404,0.0029,0.9971
ALA-VU51-2892500,0.0054,0.9946
ALA-VU53-2892376,0.0109,0.9891
ALA-VU62-2892417,0.0087,0.9913
ALA-KLS0327-2892561,0.0151,0.9849
APO-BD304-2892487,0.0081,0.9919
APO-BD320-2892516,0.0073,0.9927
APO-BD325-2892538,0.0081,0.9919
APO-BD326-2892550,0.0072,0.9928
APO-BD330-2892535,0.0073,0.9927
APO-BD331-2892519,0.0064,0.9936
APO-BD337-2892483,0.0049,0.9951
APO-BD338-2892540,0.006,0.994
APO-BD339-2892520,0.0048,0.9952
APO-BD342-2892423,0.011,0.989
